description,name,image,number
"Whether utilized as an accent to your existing living room suite or as a stand-alone chair in your home, the Mendon Collection will add a modern touch to your space. Clean lines are covered in either dark brown or taupe bi-cast vinyl in this contemporary selection. The manual reclining mechanism allows you to reach a relaxed position with just the pull of a lever.",Mendon Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8404TP-1__1-750x500.jpg,8404TP-1
"Whether utilized as an accent to your existing living room suite or as a stand-alone chair in your home, the Mendon Collection will add a modern touch to your space. Clean lines are covered in either dark brown or taupe bi-cast vinyl in this contemporary selection. The manual reclining mechanism allows you to reach a relaxed position with just the pull of a lever.",Mendon Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8404DB-1__1-750x500.jpg,8404DB-1
"Customizable for your modest space, the Slater Collection features an end chaise that allows you to stretch out. Covered with greyish brown fabric seating and dark brown bi-cast vinyl accent, the modern lines of this seating group are further enhanced by track arms. The chaise can be configured as right or left side placement based on the needs of your space.",Slater Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8401-3SC__1-750x500.jpg,8401-3SC
"In creating the perfect recreational room, you need functional pieces that provide comfort to your friends and family. The Caffery Collection, with a quick adjustment to the click mechanism, turns from a casual sofa into a flat platform perfect for sleeping or just hanging out. Offered in a dark brown bi-cast vinyl with white contrast stitching or dark grey fabric, the collection also features cup holders at arms for added convenience.",Caffery Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/4829LN__1-750x500.jpg,4829LN
 ,Fiorella Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8412-1__1-333x500.jpg,8412-1
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F6S__1-333x500.jpg,1191F6S
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F5S__1-333x500.jpg,1191F5S
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F2S__1-750x500.jpg,1191F2S
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F4S__1-333x500.jpg,1191F4S
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F3S__1-333x500.jpg,1191F3S
"The padded upper back of the Orson Collection is supported by wooden slats that give way to the substantially sized seat of this whimsical accent chair. The collection has six available fabric options â Blue tonal stripe, Black & White swirl, Multi-color poppies, Purple Medallion, Voyage and Grey Medallion.",Orson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1191F1S__1-333x500.jpg,1191F1S
"When designing your living space the accent pieces you choose not only to fill the room but allow for the expression of your individual style to come shining through. Offered in a multitude of fabrics and frames, our accent collection will compliment your unique style.",Lifestyle Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/468F25S__1-750x500.jpg,468F25S
"A tasteful accent to any room in your home is the Langdale Collection. The tufted fan back serves as the focal point, while dark cherry finish, on the wood legs, makes for a perfect contrast against either the oatmeal linen, french note, or grey chevron fabric offerings.",Langdale Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1212F1S__1-333x500.jpg,1212F1S
"A tasteful accent to any room in your home is the Langdale Collection. The tufted fan back serves as the focal point, while dark cherry finish, on the wood legs, makes for a perfect contrast against either the Oatmeal-Colored or the French Note fabric offerings.",Langdale Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1212F2S__1-333x500.jpg,1212F2S
"A tasteful accent to any room in your home is the Barlowe Collection. The dark cherry finish of the wood legs is a perfect contrast for either the oatmeal linen or the french note fabric offerings. New fabric options include: blue, grey, dark teal, chain link print, and paisley print.",Barlowe Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1193F1S__1-333x500.jpg,1193F1S
A tasteful accent to any room in your home is the Barlowe Collection. The dark cherry finish of the wood legs is a perfect contrast for either the oatmeal linen or the French note linen-like fabric offerings.,Barlowe Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1193F2S__1-333x500.jpg,1193F2S
"Dark grey woven fabric provides a textural statement to the grandly styled Adriano Collection. Wing-backed, as a nod to traditional form, the chair features nailhead accents and button-tufting which ultimately serve to create the pinnacle in tailored styling.",Adriano Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/1217F1S__2-333x500.jpg,1217F1S
The classic shape of a wing back chair is modernized and styled to lend an air of sophisticated whimsy to your home is the Nicolo Collection. The bold medallion print features a tonal grey color scheme that blends effortlessly with your modern traditional aesthetic.,Nicolo Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/1216f1s_2014S-127-333x500.jpg,1216f1s_2014S-127
"Creating a platform for your mobility is the Kellen Collection. The dark brown bonded leather covering is highlighted by transitional styling, making this not only a functional choice but one that is compatible with numerous home decors. The power lift mechanism takes you from fully reclined to a standing position.",Kellen Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8545-1LT__1-333x500.jpg,8545-1LT
"When comfort is no longer an option but a necessity, the Milford collection will provide you the multifunctional platform that you need. With an electric mechanism that, with a push of a button, takes you from fully reclined to standing, this chair aids in your mobility. Covered in a neutral toned Chenille fabric and designed with a nod to traditional styling, this chair will be the perfect accent to your home and life.",Milford Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/8509-1LT__1-333x500.jpg,8509-1LT
"Serving as a perfect accent in your contemporary home is the Alida Collection. The reclining mechanism of the chair combined with the separate ottoman allows for complete extension into a relaxed position. Fitted with a convenient swivel base, the chair faces the action at all times. Cover options include black or white bonded leather match.",Alida Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/8555WHT-1__1-333x500.jpg,8555WHT-1
"Serving as a perfect accent in your contemporary home is the Alida Collection. The reclining mechanism of the chair combined with the separate ottoman allows for complete extension into a relaxed position. Fitted with a convenient swivel base, the chair faces the action at all times. Cover options include black or white bonded leather match.",Alida Collection ,https://www.homelegance.com/wp-content/uploads/2014/06/8555BLK-1__1-333x500.jpg,8555BLK-1
"With a substantial profile that exudes sophistication and power, the Aleron Collection will provide you with the perfect accent seating addition to your living or work space. Button tufting highlights the plush design of the wing-back styled arms and seatback. When the release of the reclining mechanism is combined with separate ottoman, in this swivel base chair, you will find yourself fully reclined and ready to relax. The collection is offered in black or dark brown bonded leather match.",Aleron Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/8548BLK-1__1-333x500.jpg,8548BLK-1
"With a substantial profile that exudes sophistication and power, the Aleron Collection will provide you with the perfect accent seating addition to your living or work space. Button tufting highlights the plush design of the wing-back styled arms and seatback. When the release of the reclining mechanism is combined with separate ottoman, in this swivel base chair, you will find yourself fully reclined and ready to relax. The collection is offered in black or dark brown bonded leather match.",Aleron Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/8548BRW-1__1-333x500.jpg,8548BRW-1
"The multi-functional Marcelo Collection will provide your home with the seating and sleep space you require. When the click mechanism sofa is adjusted to a fully reclined position, it is met with the pull-out trundle that extends this multi-functional sofa into a bed. Other features include cup holders and the black bi-cast vinyl with white contrast stitching cover.",Marcelo Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/4838__1-750x500.jpg,4838
"In creating the perfect recreational room, you need functional pieces that provide comfort to your friends and family. The Caffery Collection, with a quick adjustment to the click mechanism, turns from a casual sofa into a flat platform perfect for sleeping or just hanging out. Offered in a dark brown bi-cast vinyl with white contrast stitching or dark grey fabric, the collection also features cup holders at arms for added convenience.",Caffery Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/4829DB__1-750x500.jpg,4829DB
"Supported by column legs and featuring a streamlined design, the Callie Collection adjusts with an easy motion click mechanism. Offered in Brown or Grey microfiber.",Callie Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4823GP
"Supported by column legs and featuring a streamlined design, the Callie Collection adjusts with an easy motion click mechanism. Offered in Brown or Grey microfiber.",Callie Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4823BR
"It is hard to believe that a seating offering that is so comfortable and soft can be functional as well. The Jazz Collection features square tufting and ultra plush microfiber. The sofa, with a series of click motions reclines to provide an extra sleep space to your home. The ultimate addition to a recreation, dorm, apartment or bedroom, this seating group will provide you, your family and friends comfort when you need it most.",Jazz Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,4809CH
